phenotype,description,Sex,Total Observed scale h2,Total Observed scale h2_se,Total Liability scale h2,Total Liability scale h2_se,-log10(h2_p),Intercept,Intercept_se,Ratio,Lambda GC,Mean Chi^2,prev(%),n_missing,n_non_missing,n_cases,n_controls,UK Biobank Data Showcase Link,notes
K11_GALLBILPANC,"Disorders of gallbladder, biliary tract and pancreas",both_sexes,0.0115,0.0018,0.0608,0.0097,10.08,1.04,0.0064,0.3006 (0.0464),1.11,1.14,3.85,0,361194,13922.0,347272.0,,
20111_12,Illnesses of siblings: Severe depression,both_sexes,0.0115,0.0016,0.040999999999999995,0.0056,12.48,1.01,0.0065,0.1507 (0.0745),1.08,1.09,7.18,81336,279858,20107.0,259751.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20003_1140860806,Treatment/medication code: ramipril,both_sexes,0.0115,0.0014,0.0537,0.0065,15.97,1.04,0.006999999999999999,0.259 (0.0495),1.12,1.14,4.67,53,361141,16869.0,344272.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003,Code for treatment Negative codes indicate free-text entry.
20003_1140861998,Treatment/medication code: ventolin 100micrograms inhaler,both_sexes,0.0113,0.0017,0.0733,0.0109,10.83,1.03,0.0082,0.2405 (0.0608),1.1,1.13,2.87,53,361141,10380.0,350761.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003,Code for treatment Negative codes indicate free-text entry.
20002_1265,"Non-cancer illness code, self-reported: migraine",both_sexes,0.0113,0.0015,0.0716,0.0093,13.61,1.03,0.0074,0.2435 (0.0558),1.11,1.13,2.95,53,361141,10647.0,350494.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20002,"Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable""."
20107_6,Illnesses of father: Chronic bronchitis/emphysema,both_sexes,0.0113,0.0016,0.0306,0.0044,12.09,1.03,0.0067,0.2364 (0.0605),1.1,1.11,11.48,46514,314680,36126.0,278554.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Has/did your father ever suffer from? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses."
CARDIAC_ARRHYTM,"Cardiac arrhytmias, COPD co-morbidities",both_sexes,0.0111,0.0021,0.0806,0.0156,7.2,1.03,0.0069,0.2099 (0.0551),1.08,1.13,2.44,0,361194,8801.0,352393.0,,
3393,Hearing aid user,both_sexes,0.0111,0.0018,0.0496,0.0079,9.46,1.02,0.006,0.1976 (0.0776),1.07,1.08,4.99,141836,219358,10942.0,208416.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3393,"ACE touchscreen question ""Do you use a hearing aid most of the time?"" Initially this information was collected from all participants answering Yes to either ~F2247~ (~F10793~ in the pilot) or ~F2257~. When the speech-in-noise hearing test was introduced (2009), program logic was altered so that the information was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~."
K11_HERNIA,Hernia,both_sexes,0.0109,0.0018,0.0385,0.0063,9.16,1.04,0.0078,0.3011 (0.0578),1.1,1.13,7.25,0,361194,26197.0,334997.0,,
20003_1140866738,Treatment/medication code: atenolol,both_sexes,0.0108,0.0017,0.0574,0.0088,9.98,1.04,0.0076,0.3012 (0.0539),1.11,1.14,3.86,53,361141,13951.0,347190.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003,Code for treatment Negative codes indicate free-text entry.
6149_4,Mouth/teeth dental problems: Loose teeth,both_sexes,0.0107,0.0013,0.0555,0.0068,16.03,1.02,0.0066,0.2063 (0.06),1.11,1.11,3.99,1353,359841,14364.0,345477.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6149,"ACE touchscreen question ""Do you have any of the following? (You can select more than one answer)"" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: Answer this question thinking about the past year. "
M54,Diagnoses - main ICD10: M54 Dorsalgia,both_sexes,0.0106,0.0013,0.0795,0.01,15.75,1.01,0.0065,0.0992 (0.0653),1.09,1.1,2.31,0,361194,8361.0,352833.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202,
VI_NERVOUS,Diseases of the nervous system,both_sexes,0.0105,0.0014,0.0422,0.0054,13.5,1.03,0.006999999999999999,0.243 (0.0595),1.11,1.12,5.9,0,361194,21323.0,339871.0,,
M20,Diagnoses - main ICD10: M20 Acquired deformities of fingers and toes,both_sexes,0.0103,0.0014,0.0816,0.0111,13.03,1.01,0.0076,0.0947 (0.0781),1.09,1.1,2.15,0,361194,7773.0,353421.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202,
H7_LENS,Disorders of lens,both_sexes,0.0102,0.0015,0.0473,0.006999999999999999,11.28,1.03,0.0065,0.2362 (0.0524),1.09,1.12,4.73,0,361194,17076.0,344118.0,,
K80,Diagnoses - main ICD10: K80 Cholelithiasis,both_sexes,0.0102,0.002,0.0656,0.0126,6.77,1.04,0.0073,0.3243 (0.0564),1.1,1.13,2.91,0,361194,10520.0,350674.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202,
N92,"Diagnoses - main ICD10: N92 Excessive, frequent and irregular menstruation",female,0.0102,0.0024,0.0498,0.0118,4.97,1.01,0.0068,0.1564 (0.1283),1.04,1.05,4.36,0,194174,8475.0,185699.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202,
6145_1,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself",both_sexes,0.0102,0.0014,0.0312,0.0043,12.8,1.03,0.0073,0.236 (0.0642),1.12,1.11,9.26,2358,358836,33241.0,325595.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6145,"ACE touchscreen question ""In the last 2 years have you experienced any of the following? (You can select more than one answer)"" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. "
20117_0,Alcohol drinker status: Never,both_sexes,0.0101,0.0014,0.0617,0.0084,12.57,1.03,0.0067,0.2859 (0.0565),1.11,1.12,3.12,468,360726,11243.0,349483.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117,
R10,Diagnoses - main ICD10: R10 Abdominal and pelvic pain,both_sexes,0.0101,0.0014,0.0421,0.0057,12.57,1.01,0.0076,0.1309 (0.0779),1.09,1.1,5.6,0,361194,20240.0,340954.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202,
M23,Diagnoses - main ICD10: M23 Internal derangement of knee,both_sexes,0.01,0.0015,0.0591,0.0089,10.88,1.01,0.0065,0.1504 (0.0658),1.08,1.1,3.28,0,361194,11831.0,349363.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202,
20003_1140865634,Treatment/medication code: omeprazole,both_sexes,0.0098,0.0013,0.0397,0.0054,13.62,1.05,0.0069,0.3798 (0.0503),1.13,1.14,5.85,53,361141,21119.0,340022.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003,Code for treatment Negative codes indicate free-text entry.
ILD_DIFF_DG,ILD differential diagnosis,both_sexes,0.0096,0.0015,0.0335,0.0052,10.11,1.02,0.0068,0.1799 (0.0662),1.09,1.1,7.39,0,361194,26710.0,334484.0,,
20117_1,Alcohol drinker status: Previous,both_sexes,0.0095,0.0012,0.054000000000000006,0.0069,14.91,1.02,0.0061,0.1978 (0.0605),1.1,1.1,3.48,468,360726,12564.0,348162.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117,
20003_1140864752,Treatment/medication code: lansoprazole,both_sexes,0.0094,0.0014,0.0524,0.008,11.02,1.02,0.0075,0.1907 (0.0805),1.09,1.09,3.55,53,361141,12832.0,348309.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003,Code for treatment Negative codes indicate free-text entry.
20003_1141146234,Treatment/medication code: atorvastatin,both_sexes,0.0091,0.0015,0.0575,0.0093,9.19,1.04,0.0073,0.3172 (0.06),1.09,1.12,2.99,53,361141,10805.0,350336.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003,Code for treatment Negative codes indicate free-text entry.
X_RESPIRATORY,Diseases of the respiratory system,both_sexes,0.009000000000000001,0.0015,0.0323,0.0054,9.01,1.02,0.006999999999999999,0.2095 (0.0696),1.09,1.1,7.03,0,361194,25381.0,335813.0,,
20003_1140860696,Treatment/medication code: lisinopril,both_sexes,0.0089,0.0014,0.059000000000000004,0.0096,9.99,1.03,0.0075,0.257 (0.0689),1.1,1.11,2.76,53,361141,9971.0,351170.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003,Code for treatment Negative codes indicate free-text entry.
ASTHMA_MEDICATIO_COMORB,Medication related adverse effects,both_sexes,0.0089,0.0013,0.0372,0.0055,11.42,1.02,0.0065,0.2329 (0.0618),1.08,1.11,5.56,0,361194,20094.0,341100.0,,
M13_MENISCUSDERANGEMENTS,Meniscus derangement,both_sexes,0.0088,0.0015,0.0556,0.0094,8.65,1.02,0.0064,0.2162 (0.0674),1.08,1.1,3.0,0,361194,10831.0,350363.0,,
20110_6,Illnesses of mother: Chronic bronchitis/emphysema,both_sexes,0.0087,0.0015,0.0349,0.0061,8.48,1.02,0.0064,0.2054 (0.0724),1.07,1.09,5.93,30186,331008,19637.0,311371.0,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Has/did your mother ever suffer from? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
